obd.time,obd.trip,obd.ecu,obd.temp,obd.rpm,obd.vss,obd.throttlepos,obd.map,obd.sparkadv,gps.lon,gps.lat,gps.alt,trip.tripid,
1334513310.583905,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513311.584162,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513312.584419,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513313.584686,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513314.584989,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513315.743146,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513316.743390,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513317.743651,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513318.743894,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513319.744130,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513320.744377,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513321.744626,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513322.744914,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513323.854215,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513324.854485,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513325.854746,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513326.855017,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513327.855296,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513328.855563,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513329.855821,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513330.856094,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513332.004642,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513333.004969,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
1334513334.005277,1.000000,0.000000,58.000000,0.000000,0.000000,9.803922,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
